Ship,Class,Estimated Ship Slot Count,Machine ID,Manufacturer,Machine Title,Variant,Family,Bank,Seat In Bank,Confidence,Status,AP Visibility Score,Source Basis,Whitelist Rule
Quantum of the Seas,Quantum,325,Q-290,Aristocrat,Regal Riches,Standard,Video Slot,REG-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-291,Modeled from user list,Betti the Yetti,Standard,Video Slot,BET-01,2,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-292,Light & Wonder,Deal or No Deal,The Big Deal,Licensed,DEA-01,2,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-293,Konami,Phoenix Link,Sensei,Link,PHO-01,3,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-294,IGT,Cats Wild Serengeti,Standard,Video Slot,CAT-01,3,95,Ship-specific seed,8,User list / visual ID,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-295,Aristocrat,Dragon Link,Happy & Prosperous,Link,DRA-01,4,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-296,Aristocrat,Lightning Link,Sahara Gold,Link,LIG-01,4,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-297,Light & Wonder,Dancing Drums,Explosion,Video Slot,DAN-01,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-298,Aristocrat,Lightning Link,Happy Lantern,Link,LIG-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-299,Light & Wonder,Lock It Link,Nightlife,Link,LOC-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-300,Light & Wonder,88 Fortunes,Standard,Video Slot,88 -01,2,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-301,Konami,Dragon's Law,Standard,Video Slot,DRA-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-302,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,4,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-303,Light & Wonder,Big Hot Flaming Pots,Ms. Wong,Video Slot,BIG-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-304,Aristocrat,Wonder 4 Tower,Standard,Video Slot,WON-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-305,Aristocrat,Buffalo Gold,Classic,Video Slot,BUF-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-306,IGT,Wheel of Fortune,Classic,Reel/Video,WHE-01,4,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-307,Modeled from user list,Kingdom of the Titans,Standard,Video Slot,KIN-01,2,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-308,Aristocrat,Dragon Link,Panda Magic,Link,DRA-01,4,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-309,Aristocrat,Buffalo Link,Super Buffalo,Link,BUF-02,1,95,Ship-specific seed,9,User list / visual ID,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-310,Light & Wonder,Flaming Hot Pots,Ms. Wong,Video Slot,FLA-01,4,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-311,Aristocrat,Dragon Link,Spring Festival,Link,DRA-01,4,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-312,Light & Wonder,Prosperity Link,Standard,Link,PRO-01,3,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-313,Light & Wonder,Bao Zhu Zhao Fu,Dragon Emblem,Video Slot,BAO-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-314,Aristocrat,Lightning Link,Best Bet,Link,LIG-01,4,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-315,Light & Wonder,Lock It Link,Eureka Reel Blast,Link,LOC-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-316,Light & Wonder,Duo Fu Duo Cai,Dragons,Video Slot,DUO-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-317,Modeled from user list,Triple Fortune Dragon,Unleashed,Video Slot,TRI-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-318,Light & Wonder,Coin Combo,Marvelous Mouse,Video Slot,COI-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-319,IGT,Wheel of Fortune,4D,Video Slot,WHE-02,1,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-320,Light & Wonder,Rich Little Hens,Standard,Video Slot,RIC-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-321,IGT,Wheel of Fortune,High Roller,Reel/Video,WHE-02,1,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-322,Light & Wonder,Lucky Leprechauns,Standard,Video Slot,LUC-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-323,Modeled from user list,Aladdin,Magic Quest,Licensed,ALA-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-324,Konami,Phoenix Link,General Tso,Link,PHO-02,1,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Quantum of the Seas,Quantum,325,Q-325,Aristocrat,Bao Zhu Zhao Fu,Ignite,Video Slot,BAO-01,4,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-001,Aristocrat,Dragon Link,Golden Century,Link,DRA-01,1,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-002,Aristocrat,Dragon Link,Panda Magic,Link,DRA-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-003,Aristocrat,Dragon Link,Autumn Moon,Link,DRA-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-004,Aristocrat,Dragon Link,Happy & Prosperous,Link,DRA-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-005,Aristocrat,Dragon Link,Genghis Khan,Link,DRA-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-006,Aristocrat,Dragon Link,Spring Festival,Link,DRA-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-007,Aristocrat,Dragon Link,Golden Century,Link,DRA-01,2,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-008,Aristocrat,Dragon Link,Panda Magic,Link,DRA-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-009,Aristocrat,Dragon Link,Autumn Moon,Link,DRA-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-010,Aristocrat,Dragon Link,Happy & Prosperous,Link,DRA-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-011,Aristocrat,Dragon Link,Genghis Khan,Link,DRA-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-012,Aristocrat,Dragon Link,Spring Festival,Link,DRA-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-013,Konami,Phoenix Link,General Tso,Link,PHO-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-014,Konami,Phoenix Link,Queen Chiao,Link,PHO-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-015,Konami,Phoenix Link,Wisdom,Link,PHO-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-016,Konami,Phoenix Link,Sensei,Link,PHO-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-017,Konami,Phoenix Link,General Tso,Link,PHO-01,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-018,Konami,Phoenix Link,Queen Chiao,Link,PHO-01,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-019,Konami,Phoenix Link,Wisdom,Link,PHO-01,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-020,Konami,Phoenix Link,Sensei,Link,PHO-01,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-021,Aristocrat,Lightning Link,Sahara Gold,Link,LIG-01,1,95,Ship-specific seed,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-022,Aristocrat,Lightning Link,Tiki Fire,Link,LIG-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-023,Aristocrat,Lightning Link,Heart Throb,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-024,Aristocrat,Lightning Link,Magic Pearl,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-025,Aristocrat,Lightning Link,Happy Lantern,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-026,Aristocrat,Lightning Link,High Stakes,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-027,Aristocrat,Lightning Link,Best Bet,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-028,Aristocrat,Lightning Link,Sahara Gold,Link,LIG-01,2,95,Ship-specific seed,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-029,Aristocrat,Lightning Link,Tiki Fire,Link,LIG-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-030,Aristocrat,Lightning Link,Heart Throb,Link,LIG-01,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-031,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,1,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-032,Aristocrat,Buffalo Stampede,Standard,Video Slot,BUF-01,1,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-033,Aristocrat,Buffalo Gold,Classic,Video Slot,BUF-01,1,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-034,Aristocrat,Buffalo Link,Super Buffalo,Link,BUF-01,1,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-035,Aristocrat,Buffalo Ascension,Standard,Video Slot,BUF-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-036,Aristocrat,Buffalo Chief,Standard,Video Slot,BUF-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-037,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,2,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-038,Aristocrat,Buffalo Stampede,Standard,Video Slot,BUF-01,2,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-039,Aristocrat,Buffalo Gold,Classic,Video Slot,BUF-01,2,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-040,Aristocrat,Buffalo Link,Super Buffalo,Link,BUF-01,2,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-041,Aristocrat,Buffalo Ascension,Standard,Video Slot,BUF-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-042,Aristocrat,Buffalo Chief,Standard,Video Slot,BUF-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-043,Light & Wonder,Huff N Puff,Original,Feature Slot,HUF-01,1,95,Ship-specific seed,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-044,Light & Wonder,Huff N More Puff,Standard,Feature Slot,HUF-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-045,Light & Wonder,Huff N Even More Puff,Standard,Feature Slot,HUF-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-046,Light & Wonder,Huff and Mega Puff,Standard,Feature Slot,HUF-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-047,Light & Wonder,Huff N Puff,Money Mansion,Feature Slot,HUF-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-048,Light & Wonder,Huff N Puff,Original,Feature Slot,HUF-01,2,95,Ship-specific seed,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-049,Light & Wonder,Huff N More Puff,Standard,Feature Slot,HUF-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-050,Light & Wonder,Huff N Even More Puff,Standard,Feature Slot,HUF-01,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-051,Light & Wonder,Huff and Mega Puff,Standard,Feature Slot,HUF-01,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-052,Light & Wonder,Huff N Puff,Money Mansion,Feature Slot,HUF-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-053,IGT,Wheel of Fortune,4D,Video Slot,WHE-01,1,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-054,IGT,Wheel of Fortune,High Roller,Reel/Video,WHE-01,1,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-055,IGT,Wheel of Fortune,Gold Spin,Reel/Video,WHE-01,1,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-056,IGT,Wheel of Fortune,Classic,Reel/Video,WHE-01,1,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-057,IGT,Wheel of Fortune,4D,Video Slot,WHE-01,2,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-058,IGT,Wheel of Fortune,High Roller,Reel/Video,WHE-01,2,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-059,IGT,Wheel of Fortune,Gold Spin,Reel/Video,WHE-01,2,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-060,IGT,Wheel of Fortune,Classic,Reel/Video,WHE-01,2,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-061,IGT,Wheel of Fortune,4D,Video Slot,WHE-01,3,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-062,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,1,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-063,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-064,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,2,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-065,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,2,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-066,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,3,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-067,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,3,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-068,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,4,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-069,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,4,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-070,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-02,1,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-071,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-02,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-072,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-02,2,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-073,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-02,2,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-074,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-02,3,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-075,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-02,3,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-076,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-02,4,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-077,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-02,4,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-078,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-03,1,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-079,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-03,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-080,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-03,2,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-081,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-03,2,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-082,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-03,3,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-083,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-03,3,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-084,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-03,4,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-085,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-03,4,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-086,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-04,1,95,Ship-specific seed,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-087,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-04,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-088,Light & Wonder,88 Fortunes,Standard,Video Slot,88 -01,1,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-089,Light & Wonder,Dancing Drums,Original,Video Slot,DAN-01,1,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-090,Aristocrat,Mighty Cash,Ultra 88,Link,MIG-01,1,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-091,Modeled from user list,Triple Fortune Dragon,Unleashed,Video Slot,TRI-01,1,95,Ship-specific seed,6,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-092,IGT,Back to the Future,Back in Time,Licensed,BAC-01,1,95,Ship-specific seed,6,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-093,Modeled from user list,Aladdin,Magic Quest,Licensed,ALA-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-094,Modeled from user list,Alice,Enchanted Mirror,Licensed,ALI-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-095,WMS / Light & Wonder,Lord of the Rings,Return of the King,Licensed,LOR-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-096,Modeled from user list,Betti the Yetti,Standard,Video Slot,BET-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-097,Light & Wonder,Deal or No Deal,The Big Deal,Licensed,DEA-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-098,Light & Wonder,Quick Hit,Cash Wheel,Video Slot,QUI-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-099,Light & Wonder,Quick Hit,Wild Red Free Games Fever,Video Slot,QUI-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-100,Modeled from user list,Lady of Athens,Standard,Video Slot,LAD-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-101,Modeled from user list,Kingdom of the Titans,Standard,Video Slot,KIN-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-102,Modeled from user list,Day of the Dead,Standard,Video Slot,DAY-01,1,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-103,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,3,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-104,Light & Wonder,Quick Hit,Wild Red Free Games Fever,Video Slot,QUI-01,2,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-105,Aristocrat,Dragon Link,Autumn Moon,Link,DRA-01,3,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-106,Aristocrat,Dragon Link,Genghis Khan,Link,DRA-01,3,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-107,Aristocrat,Lightning Link,Tiki Fire,Link,LIG-01,3,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-108,Aristocrat,Lightning Link,Magic Pearl,Link,LIG-01,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-109,Light & Wonder,Dancing Drum Towers,Standard,Video Slot,DAN-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-110,Light & Wonder,Lock It Link,Hold Onto Your Hat,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-111,Light & Wonder,Huff and Mega Puff,Standard,Feature Slot,HUF-01,3,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-112,Konami,Dragon's Law,Standard,Video Slot,DRA-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-113,Light & Wonder,Coin Combo,Marvelous Mouse,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Odyssey of the Seas,Quantum Ultra,350,O-114,Light & Wonder,Flaming Hot Pots,Mr. Lee,Video Slot,FLA-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
